	Cell Line HMS LINCS ID	Cell Line Name	Protein HMS LINCS ID	Protein Name	Ligand Concentration	Conc unit	Measured pAkt:10min log10(a.u.)	Measured pAkt:30min log10(a.u.)	Measured pAkt:90min log10(a.u.)	Measured pErk:10min log10(a.u.)	Measured pErk:30min log10(a.u.)	Measured pErk:90min log10(a.u.)	Control pAkt (a.u.)	Control pErk (a.u.)
292	50556	UACC-812	200851.0	EPR	1.0	ng/ml	3.61495771789	3.57900448246	3.57285639002	4.44215645212	4.42227490322	4.44489845421	3.58664018187	4.4136707513
293	50556	UACC-812	200851.0	EPR	100.0	ng/ml	3.64201961049	3.70807800362	3.8431541992	4.65791912553	4.63099298506	4.61657760048	3.58664018187	4.4136707513
294	50557	UACC-893	200851.0	EPR	1.0	ng/ml	4.5015331244	4.46568493798	4.51758820939	3.51874379191	3.31661983265	3.51062301536	4.48535528683	3.31661983265
295	50557	UACC-893	200851.0	EPR	100.0	ng/ml	4.53374668356	4.5928197146	4.4194190716	3.78849015324	3.84781379835	3.51501380462	4.48535528683	3.31661983265
296	50574	ZR-75-1	200851.0	EPR	1.0	ng/ml	3.62925267423	3.66325566313	3.55384505454	3.41539390881	3.62405323147	3.46388269116	3.60962567303	2.98148154722
297	50574	ZR-75-1	200851.0	EPR	100.0	ng/ml	3.98880220958	3.80607756341	3.7011544746	4.52795416039	4.29369121224	4.06678253322	3.60962567303	2.98148154722
298	50575	ZR-75-30	200851.0	EPR	1.0	ng/ml	3.80551961601	3.88430229865	3.83041568625	4.23478225896	4.25283260168	4.21543808051	3.85149824544	4.22718736459
299	50575	ZR-75-30	200851.0	EPR	100.0	ng/ml	3.88623283562	3.92286495982	4.28503935725	4.21619481029	4.19123353331	4.33715898514	3.85149824544	4.22718736459
300	50576	184B5	200851.0	EPR	1.0	ng/ml	3.79751661728	3.68478102028	3.70691031385	4.01981504603	4.01952703432	3.90363972716	3.72661760306	3.89756974964
301	50576	184B5	200851.0	EPR	100.0	ng/ml	4.38036227754	3.91396577591	3.83308371687	4.59952182456	4.48593727112	4.53474197464	3.72661760306	3.89756974964
302	50578	HCC1187	200851.0	EPR	1.0	ng/ml	4.18905001299	4.19977020183	4.25034409173	3.67485379531	3.22718226818	3.50183249445	4.14477991173	2.39500120587
303	50578	HCC1187	200851.0	EPR	100.0	ng/ml	4.63011758437	4.56245625932	4.53030163655	4.38597630281	4.30812637694	4.24194294193	4.14477991173	2.39500120587
304	50579	HCC1500	200851.0	EPR	1.0	ng/ml	3.09490450803	3.09490450803	3.28085006084	3.48815064295	3.48815064295	3.48815064295	3.29459891923	3.48815064295
305	50579	HCC1500	200851.0	EPR	100.0	ng/ml	3.09490450803	3.09490450803	3.31911772366	3.48815064295	3.48815064295	3.48815064295	3.29459891923	3.48815064295
306	50583	MCF 10A	200851.0	EPR	1.0	ng/ml	3.74184032745	3.55601625465	3.48368512701	4.10783442953	3.81307080996	3.53019124283	3.53198802041	3.34901512268
307	50583	MCF 10A	200851.0	EPR	100.0	ng/ml	4.21699041065	3.96467071858	3.90898251037	4.44924542219	4.30146225092	4.11432796686	3.53198802041	3.34901512268
308	50584	MCF 10F	200851.0	EPR	1.0	ng/ml	3.51126475253	3.42493649142	3.40923329497	3.43923666465	3.01411881963	2.97885586521	3.29738206154	2.61004767422
309	50584	MCF 10F	200851.0	EPR	100.0	ng/ml	3.33940393464	3.46667014193	3.41075277727	4.31218844647	4.14654649389	4.02699570732	3.29738206154	2.61004767422
310	51089	MCF12A	200851.0	EPR	1.0	ng/ml	3.45242788872	3.37119000197	3.33699436738	3.72456732268	3.72622523966	3.79093689077	3.29460178425	3.8111076869
311	51089	MCF12A	200851.0	EPR	100.0	ng/ml	3.25727216347	3.28372355563	3.37899151543	4.00526843536	4.04679418998	4.12572713364	3.29460178425	3.8111076869
312	50029	MCF7	200860.0	FGF-1	1.0	ng/ml	3.12821213279	3.13899859076	2.94895500641	4.23560971802	4.01554927772	4.22224421178	3.11238411199	2.39581197208
313	50029	MCF7	200860.0	FGF-1	100.0	ng/ml	2.94895500641	2.94895500641	3.29553037579	4.48861959184	4.41022032175	4.48022348974	3.11238411199	2.39581197208
314	50057	SK-BR-3	200860.0	FGF-1	1.0	ng/ml	4.06788342069	4.01271826232	3.95893772197	4.12130158706	3.94322480356	3.85724194866	3.98253250019	3.3860141044
315	50057	SK-BR-3	200860.0	FGF-1	100.0	ng/ml	3.98709795939	3.99015763892	3.9668501111	4.1714045763	3.33706132519	3.33706132519	3.98253250019	3.3860141044
316	50058	MDA-MB-231	200860.0	FGF-1	1.0	ng/ml	3.37086526747	3.42366963687	2.73804528133	2.1410984329	3.25142260116	3.57936109693	3.08650967202	2.45109838573
317	50058	MDA-MB-231	200860.0	FGF-1	100.0	ng/ml	2.73804528133	2.73804528133	2.73804528133	4.12399970035	3.6619835312	3.54686924855	3.08650967202	2.45109838573
318	50091	AU565	200860.0	FGF-1	1.0	ng/ml	3.92600254511	3.97085211217	3.91812804205	4.19308901816	4.12553669571	4.06902698408	3.96709252386	3.98127061579
319	50091	AU565	200860.0	FGF-1	100.0	ng/ml	3.86278024811	4.03159220264	3.96257331618	4.24875084028	4.01376806218	4.00863248718	3.96709252386	3.98127061579
320	50105	BT-20	200860.0	FGF-1	1.0	ng/ml	4.0058712293	3.97041010937	3.90917333924	3.93564740647	3.58690143572	3.43274375175	3.89252161597	2.62108068491
321	50105	BT-20	200860.0	FGF-1	100.0	ng/ml	4.00155429137	3.88777585638	3.96094933177	4.09115556059	3.33118527949	3.22785586604	3.89252161597	2.62108068491
322	50106	BT-474	200860.0	FGF-1	1.0	ng/ml	4.28777629833	4.33435554124	4.3236299061	4.14128781565	4.00872345983	4.12180518573	4.32148771993	3.89930232186
323	50106	BT-474	200860.0	FGF-1	100.0	ng/ml	4.28494222319	4.32531156268	4.32791941535	4.30266851228	4.06133981934	4.07770997278	4.32148771993	3.89930232186
324	50107	BT-483	200860.0	FGF-1	1.0	ng/ml	3.4843899639	3.5217539003	3.4630803522	3.76248897794	3.41691563974	3.60875755992	3.48765215163	2.53222041631
325	50107	BT-483	200860.0	FGF-1	100.0	ng/ml	3.49248101013	3.5244126107	3.40578214375	4.3067153609	3.86156959505	3.83209115047	3.48765215163	2.53222041631
326	50108	BT-549	200860.0	FGF-1	1.0	ng/ml	4.03047751139	4.04264740329	4.02762824164	3.87487389729	3.79601938614	3.84053722518	3.99393549229	3.37862970508
327	50108	BT-549	200860.0	FGF-1	100.0	ng/ml	4.07739915883	4.00971334792	3.98317999281	4.04231233609	3.50936209287	3.38425356691	3.99393549229	3.37862970508
328	50131	CAMA-1	200860.0	FGF-1	1.0	ng/ml	3.73579692157	3.82050141985	3.92179386557	3.34102060996	3.10169931267	3.83079627212	3.75351036401	1.88562126646
329	50131	CAMA-1	200860.0	FGF-1	100.0	ng/ml	3.76327379165	3.79887388033	3.67167324308	4.03268168468	3.45058532536	3.52400852476	3.75351036401	1.88562126646
330	50206	HCC1395	200860.0	FGF-1	1.0	ng/ml	4.06889485308	4.12520300038	4.16852179037	3.6015523302	3.71067067446	3.71885039609	4.01051357359	3.36066383399
331	50206	HCC1395	200860.0	FGF-1	100.0	ng/ml	4.11061192945	4.12967636056	4.06885686632	3.9066275263	3.36066383399	3.36066383399	4.01051357359	3.36066383399
332	50207	HCC1419	200860.0	FGF-1	1.0	ng/ml	4.55415760076	4.51479285401	4.44510131365	4.43528617463	4.40335096225	4.38979185051	4.43351337251	4.3597440433
333	50207	HCC1419	200860.0	FGF-1	100.0	ng/ml	4.49643199906	4.16677625688	4.370659082	4.51513411903	4.10154516942	4.4155626197	4.43351337251	4.3597440433
334	50208	HCC1428	200860.0	FGF-1	1.0	ng/ml	3.01708302977	3.01708302977	3.01708302977	4.21823522885	3.85928820213	3.96767295829	3.01708302977	2.11493774959
335	50208	HCC1428	200860.0	FGF-1	100.0	ng/ml	3.01708302977	3.01708302977	3.01708302977	4.47806268159	3.51735968452	3.53126069311	3.01708302977	2.11493774959
336	50210	HCC1569	200860.0	FGF-1	1.0	ng/ml	4.43341947373	4.45249372858	4.37171652773	4.09829746723	4.15146923316	4.23386748182	4.37319526932	3.71356034381
337	50210	HCC1569	200860.0	FGF-1	100.0	ng/ml	4.50742855585	4.43320251329	4.34224969847	4.43498155912	4.11860620592	3.9913361421	4.37319526932	3.71356034381
338	50211	HCC1806	200860.0	FGF-1	1.0	ng/ml	3.93755419872	4.04168048754	4.09397978009	4.29931261793	4.32298380695	4.2155386927	3.90734330881	3.79432112839
339	50211	HCC1806	200860.0	FGF-1	100.0	ng/ml	4.06342302381	4.13519984251	4.08524646851	4.59473131158	4.48938231287	4.35716909019	3.90734330881	3.79432112839
340	50212	HCC1937	200860.0	FGF-1	1.0	ng/ml	3.58232579302	3.54253986847	3.39724579898	4.06869635872	3.64490257377	3.94254217963	3.35104530216	2.62878421355
341	50212	HCC1937	200860.0	FGF-1	100.0	ng/ml	3.66775218608	3.51685466455	3.48727670524	4.37709274942	3.71743332345	3.77797807713	3.35104530216	2.62878421355
342	50213	HCC1954	200860.0	FGF-1	1.0	ng/ml	3.61338911667	3.48637493095	3.58105513053	4.21591240627	4.04836799052	3.96974658649	3.49286175912	3.81323094361
343	50213	HCC1954	200860.0	FGF-1	100.0	ng/ml	3.47415898589	3.49701594515	3.46459311596	4.10973829874	3.86541669625	3.89678445773	3.49286175912	3.81323094361
344	50214	HCC202	200860.0	FGF-1	1.0	ng/ml	4.84350091109	4.84234448889	4.79125277317	3.81531735921	3.7635334095	3.71242155294	4.72998614978	3.54027027154
345	50214	HCC202	200860.0	FGF-1	100.0	ng/ml	4.84654888113	4.76205096374	4.79901900428	3.90379053582	3.46889192499	3.67189267463	4.72998614978	3.54027027154
346	50216	HCC38	200860.0	FGF-1	1.0	ng/ml	3.60383090307	3.67847339946	3.73504649957	4.33387414439	4.24812975593	4.39530017732	3.50743702069	2.84395247473
347	50216	HCC38	200860.0	FGF-1	100.0	ng/ml	3.69446576364	3.64450200562	3.57679510633	4.57880787598	4.00563336734	3.72339524425	3.50743702069	2.84395247473
348	50219	HCC70	200860.0	FGF-1	1.0	ng/ml	4.03047617534	4.04256310947	4.00182717988	3.12174888363	2.9895819548	2.87287561451	3.99103920023	2.70533933577
349	50219	HCC70	200860.0	FGF-1	100.0	ng/ml	4.01241322228	4.01879845347	3.96114310411	3.11502373471	2.59091759017	2.59091759017	3.99103920023	2.70533933577
350	50238	Hs 578T	200860.0	FGF-1	1.0	ng/ml	3.62717878288	3.75844314624	3.87421948028	3.97162833792	4.0450880441	4.30438323344	3.57767811586	3.63801456835
351	50238	Hs 578T	200860.0	FGF-1	100.0	ng/ml	4.35719007946	4.06059473038	3.79885959508	4.791734855	4.48425552481	4.34457941232	3.57767811586	3.63801456835
352	50327	MDA-MB-134-VI	200860.0	FGF-1	1.0	ng/ml	2.92542606595	2.92542606595	2.92542606595	3.56832495231	3.67561027201	3.76734453904	2.92542606595	3.16092149777
353	50327	MDA-MB-134-VI	200860.0	FGF-1	100.0	ng/ml	2.92542606595	2.92542606595	2.92542606595	4.08675852218	3.98045821027	3.85773029683	2.92542606595	3.16092149777
354	50328	MDA-MB-157	200860.0	FGF-1	1.0	ng/ml	3.02935617679	3.02935617679	3.02935617679	3.97114173497	4.07562910462	3.91847940001	3.02935617679	2.4021874171
355	50328	MDA-MB-157	200860.0	FGF-1	100.0	ng/ml	3.02935617679	3.02935617679	3.02935617679	4.15694489369	3.4224701708	2.4021874171	3.02935617679	2.4021874171
356	50329	MDA-MB-175-VII	200860.0	FGF-1	1.0	ng/ml	4.08946441445	4.14510956962	4.09059466825	4.39174380094	4.42967657055	4.38525902092	4.10201687803	4.3688720348
357	50329	MDA-MB-175-VII	200860.0	FGF-1	100.0	ng/ml	4.08952792359	4.0646601886	4.10495031651	4.41203533557	4.4169910794	4.39885980774	4.10201687803	4.3688720348
358	50331	MDA-MB-361	200860.0	FGF-1	1.0	ng/ml	3.27678568085	3.36009977156	3.28173517458	3.3583432346	3.41116531077	3.45039585042	3.26566081019	2.39855106522
359	50331	MDA-MB-361	200860.0	FGF-1	100.0	ng/ml	3.30937100365	3.31800027417	3.20511933788	3.55504871823	3.05221283577	2.22055261987	3.26566081019	2.39855106522
360	50332	MDA-MB-415	200860.0	FGF-1	1.0	ng/ml	4.51399994392	4.53792732791	4.44270524576	3.40550737621	3.19433947887	3.59714121697	4.39410824228	1.9022857981
361	50332	MDA-MB-415	200860.0	FGF-1	100.0	ng/ml	4.62784741056	4.52149267378	4.42094624617	4.13810117036	3.52856153863	3.06341743203	4.39410824228	1.9022857981
362	50333	MDA-MB-436	200860.0	FGF-1	1.0	ng/ml	3.59771229416	3.74138042988	3.73419091075	4.03258661059	3.96534316482	4.06780663509	3.58954403328	3.37300161297
363	50333	MDA-MB-436	200860.0	FGF-1	100.0	ng/ml	3.64976105659	3.61307399561	3.60088199999	4.12608245299	3.91066153708	3.75111035858	3.58954403328	3.37300161297
364	50334	MDA-MB-453	200860.0	FGF-1	1.0	ng/ml	3.8085697424	3.80282262341	3.81615622298	3.34880994778	3.36096866812	3.31607250804	3.79969142791	3.30972063602
365	50334	MDA-MB-453	200860.0	FGF-1	100.0	ng/ml	3.93723355171	3.89327511296	3.82042978185	3.95240198353	3.78070246062	3.43659672452	3.79969142791	3.30972063602
366	50335	MDA-MB-468	200860.0	FGF-1	1.0	ng/ml	4.43131177439	4.39017874114	4.33613677489	4.05577081582	4.00841359795	4.01821684805	4.32808310136	3.54806643359
367	50335	MDA-MB-468	200860.0	FGF-1	100.0	ng/ml	4.42553987738	4.35875169484	4.32535663239	4.21106971034	3.80546585492	3.84714154368	4.32808310136	3.54806643359
368	50541	T47D	200860.0	FGF-1	1.0	ng/ml	3.85874437038	3.87257317017	3.97584508773	4.3130182097	4.00907465595	4.28844345176	3.76587462813	2.98947028598
369	50541	T47D	200860.0	FGF-1	100.0	ng/ml	3.93277441966	3.88149375884	3.82500148314	4.51818621345	4.07662082171	4.05127673221	3.76587462813	2.98947028598
370	50556	UACC-812	200860.0	FGF-1	1.0	ng/ml	3.53191950238	3.59352087708	3.61475066963	4.42586798055	4.39294156622	4.42749766416	3.58664018187	4.4136707513
371	50556	UACC-812	200860.0	FGF-1	100.0	ng/ml	3.55485957572	3.54579199346	3.55822193616	4.44870254879	4.42212475138	4.43777596989	3.58664018187	4.4136707513
372	50557	UACC-893	200860.0	FGF-1	1.0	ng/ml	4.51754307593	4.46780613423	4.53746849683	3.31661983265	3.31661983265	3.31661983265	4.48535528683	3.31661983265
373	50557	UACC-893	200860.0	FGF-1	100.0	ng/ml	4.47415194584	4.55928799097	4.32413365822	3.31661983265	3.31661983265	3.31661983265	4.48535528683	3.31661983265
374	50574	ZR-75-1	200860.0	FGF-1	1.0	ng/ml	3.7585232747	3.76587336235	3.69141597347	4.28871069215	4.18777349689	4.35693054261	3.60962567303	2.98148154722
375	50574	ZR-75-1	200860.0	FGF-1	100.0	ng/ml	4.04021308058	3.76688080006	3.74966421052	4.68862088584	4.3962964682	4.19125394427	3.60962567303	2.98148154722
376	50575	ZR-75-30	200860.0	FGF-1	1.0	ng/ml	3.81962815418	3.88909206981	3.83344036892	4.22203906787	4.25851504538	4.24078642311	3.85149824544	4.22718736459
377	50575	ZR-75-30	200860.0	FGF-1	100.0	ng/ml	3.70832689198	3.7663880827	3.94965835675	4.18196205989	4.13662767526	4.27563606696	3.85149824544	4.22718736459
378	50576	184B5	200860.0	FGF-1	1.0	ng/ml	3.95390864996	3.79244898457	3.74394008311	4.36190763447	4.28182989643	4.20418221802	3.72661760306	3.89756974964
379	50576	184B5	200860.0	FGF-1	100.0	ng/ml	3.97461046853	3.71984277353	3.65577115966	4.50186435783	4.11553762396	4.12453203575	3.72661760306	3.89756974964
380	50578	HCC1187	200860.0	FGF-1	1.0	ng/ml	4.4441101695	4.53365269359	4.70039354437	3.97511261117	3.92875921698	4.18310552113	4.14477991173	2.39500120587
381	50578	HCC1187	200860.0	FGF-1	100.0	ng/ml	4.79340315239	4.74475137957	4.6355632094	4.41038850504	4.23552011443	4.00377825221	4.14477991173	2.39500120587
382	50579	HCC1500	200860.0	FGF-1	1.0	ng/ml	3.2844916436	3.28366344207	3.09490450803	3.85071397739	3.48815064295	3.99019553172	3.29459891923	3.48815064295
383	50579	HCC1500	200860.0	FGF-1	100.0	ng/ml	3.09490450803	3.09490450803	3.09490450803	4.21222229329	3.9105194466	3.48815064295	3.29459891923	3.48815064295
384	50583	MCF 10A	200860.0	FGF-1	1.0	ng/ml	3.73092400367	3.58809873914	3.60994042646	4.04381681125	3.744808353	3.66187058761	3.53198802041	3.34901512268
385	50583	MCF 10A	200860.0	FGF-1	100.0	ng/ml	3.71973804032	3.56178795658	3.64934888055	4.19149064133	3.60086980654	3.5533047147	3.53198802041	3.34901512268
386	50584	MCF 10F	200860.0	FGF-1	1.0	ng/ml	3.32636822695	3.48489064736	3.48784949834	2.61004767422	2.86878487087	2.61004767422	3.29738206154	2.61004767422
387	50584	MCF 10F	200860.0	FGF-1	100.0	ng/ml	3.44937779784	3.31345317837	3.36748823953	3.72742843967	2.61004767422	2.61004767422	3.29738206154	2.61004767422
388	51089	MCF12A	200860.0	FGF-1	1.0	ng/ml	3.35812776042	3.44066905231	3.32355630921	4.12890958793	4.16637472074	4.21570509454	3.29460178425	3.8111076869
389	51089	MCF12A	200860.0	FGF-1	100.0	ng/ml	3.23317080894	3.30137403773	3.02751391535	4.28975804477	4.09275011116	4.0470226307	3.29460178425	3.8111076869
390	50029	MCF7	200861.0	FGF-2	1.0	ng/ml	3.1708531854	3.26308450767	3.37694485663	4.41064695923	4.15282561954	4.25113745917	3.11238411199	2.39581197208
391	50029	MCF7	200861.0	FGF-2	100.0	ng/ml	2.94895500641	2.94895500641	3.38067803828	4.44540467774	4.26785680965	4.24045102173	3.11238411199	2.39581197208
392	50057	SK-BR-3	200861.0	FGF-2	1.0	ng/ml	4.09726914762	4.08471015583	4.01971105346	3.98065573285	3.89850007976	3.84598384129	3.98253250019	3.3860141044
393	50057	SK-BR-3	200861.0	FGF-2	100.0	ng/ml	4.05478126322	4.03709826246	4.03670792338	4.26656472413	3.84027174746	3.85696669059	3.98253250019	3.3860141044
394	50058	MDA-MB-231	200861.0	FGF-2	1.0	ng/ml	2.73804528133	2.73804528133	2.73804528133	3.16586963976	1.49948088123	1.49948088123	3.08650967202	2.45109838573
395	50058	MDA-MB-231	200861.0	FGF-2	100.0	ng/ml	2.73804528133	2.73804528133	3.21459988611	3.42530201303	3.24382254414	2.92223173175	3.08650967202	2.45109838573
396	50091	AU565	200861.0	FGF-2	1.0	ng/ml	3.85029749578	3.95194156455	3.9832706334	4.17712656916	4.03147952114	3.98986104574	3.96709252386	3.98127061579
397	50091	AU565	200861.0	FGF-2	100.0	ng/ml	3.83058321591	4.02755337253	3.95999226684	4.2844747702	4.05763183817	3.98579934912	3.96709252386	3.98127061579
398	50105	BT-20	200861.0	FGF-2	1.0	ng/ml	3.89159326009	3.89947281831	3.88094311844	3.23293972464	2.91215135168	2.2722942445	3.89252161597	2.62108068491
399	50105	BT-20	200861.0	FGF-2	100.0	ng/ml	3.95102169036	3.87655186475	3.88472554281	3.64799446425	3.07089341511	2.96551354705	3.89252161597	2.62108068491
400	50106	BT-474	200861.0	FGF-2	1.0	ng/ml	4.29264049552	4.28942030742	4.33264305532	4.16446305146	4.07430946796	4.19991063453	4.32148771993	3.89930232186
401	50106	BT-474	200861.0	FGF-2	100.0	ng/ml	4.33732511846	4.33711938026	4.30319785077	4.41110686847	4.27297204017	4.18953730592	4.32148771993	3.89930232186
402	50107	BT-483	200861.0	FGF-2	1.0	ng/ml	3.56136045131	3.50263138155	3.5987507949	4.16069966313	3.69738698572	3.84292299137	3.48765215163	2.53222041631
403	50107	BT-483	200861.0	FGF-2	100.0	ng/ml	3.57009662482	3.61876403983	3.5060457363	4.34872923206	4.04764205124	3.9681369162	3.48765215163	2.53222041631
404	50108	BT-549	200861.0	FGF-2	1.0	ng/ml	4.00706700645	3.97641885531	4.01056426992	3.81072663334	3.77722296791	3.8593459041	3.99393549229	3.37862970508
405	50108	BT-549	200861.0	FGF-2	100.0	ng/ml	4.04297076494	3.95340375294	3.99466014064	4.1286487548	3.86949321538	3.69969198305	3.99393549229	3.37862970508
406	50131	CAMA-1	200861.0	FGF-2	1.0	ng/ml	3.86211747928	3.80705331649	3.86143989523	3.47160704693	3.40218139611	4.1935792281	3.75351036401	1.88562126646
407	50131	CAMA-1	200861.0	FGF-2	100.0	ng/ml	3.87912215438	3.88119126422	4.00214873284	4.39791250827	4.34699281337	4.23862220285	3.75351036401	1.88562126646
408	50206	HCC1395	200861.0	FGF-2	1.0	ng/ml	4.13220792982	4.12451840764	4.18303001844	3.84604531919	3.82069723137	3.73874798518	4.01051357359	3.36066383399
409	50206	HCC1395	200861.0	FGF-2	100.0	ng/ml	4.12334707657	4.15515809213	4.22052235384	4.03660286885	3.77541681071	3.53782538915	4.01051357359	3.36066383399
410	50207	HCC1419	200861.0	FGF-2	1.0	ng/ml	4.53496308177	4.49069771064	4.42290850097	4.38520526867	4.3946880093	4.33402990621	4.43351337251	4.3597440433
411	50207	HCC1419	200861.0	FGF-2	100.0	ng/ml	4.49708412708	4.46609519404	4.40281506872	4.4923800403	4.42937673548	4.41681069746	4.43351337251	4.3597440433
412	50208	HCC1428	200861.0	FGF-2	1.0	ng/ml	3.01708302977	3.01708302977	3.01708302977	4.13539365868	3.82273523496	4.01546060398	3.01708302977	2.11493774959
413	50208	HCC1428	200861.0	FGF-2	100.0	ng/ml	3.01708302977	3.01708302977	3.01708302977	4.54925992291	4.04908631841	4.04466830508	3.01708302977	2.11493774959
414	50210	HCC1569	200861.0	FGF-2	1.0	ng/ml	4.34801866023	4.42466474545	4.37996458289	4.16520193359	4.09235818383	4.15511324496	4.37319526932	3.71356034381
415	50210	HCC1569	200861.0	FGF-2	100.0	ng/ml	4.46357583824	4.4563271271	4.42894068303	4.41672674201	4.23405315543	4.17467866528	4.37319526932	3.71356034381
416	50211	HCC1806	200861.0	FGF-2	1.0	ng/ml	3.91026348109	3.89963460211	4.09176762488	4.01534017818	4.15396996359	4.26938149187	3.90734330881	3.79432112839
417	50211	HCC1806	200861.0	FGF-2	100.0	ng/ml	4.02300304948	4.09659387056	4.10316504385	4.5038655958	4.45543359268	4.34921800464	3.90734330881	3.79432112839
418	50212	HCC1937	200861.0	FGF-2	1.0	ng/ml	3.4451505256	3.36599293296	3.47481715659	3.24294025938	3.04410210977	3.09952180804	3.35104530216	2.62878421355
419	50212	HCC1937	200861.0	FGF-2	100.0	ng/ml	3.50311039116	3.44332073305	3.49823595903	4.15646597931	3.49233761898	3.42675582878	3.35104530216	2.62878421355
420	50213	HCC1954	200861.0	FGF-2	1.0	ng/ml	3.6362378794	3.13727465227	3.67192225659	4.34190247942	4.09749504774	4.14324085574	3.49286175912	3.81323094361
421	50213	HCC1954	200861.0	FGF-2	100.0	ng/ml	3.58922599342	3.51565160816	3.76313174864	4.44865305761	4.17461574429	4.12388004877	3.49286175912	3.81323094361
422	50214	HCC202	200861.0	FGF-2	1.0	ng/ml	4.84245785287	4.82612244932	4.80015252036	3.77239117361	3.69658780515	3.59679374802	4.72998614978	3.54027027154
423	50214	HCC202	200861.0	FGF-2	100.0	ng/ml	4.83658541146	4.81110495621	4.81417857606	3.9593015093	3.76199515636	3.6927018072	4.72998614978	3.54027027154
424	50216	HCC38	200861.0	FGF-2	1.0	ng/ml	3.6217062547	3.69953491447	3.682734991	4.41099139316	4.22109438545	4.35464712971	3.50743702069	2.84395247473
425	50216	HCC38	200861.0	FGF-2	100.0	ng/ml	3.65324725594	3.66921047933	3.59401975913	4.58157555371	4.30960270382	4.22345697472	3.50743702069	2.84395247473
426	50219	HCC70	200861.0	FGF-2	1.0	ng/ml	4.00365419805	4.05249783043	4.01243512648	2.59091759017	2.7880035343	2.59091759017	3.99103920023	2.70533933577
427	50219	HCC70	200861.0	FGF-2	100.0	ng/ml	4.03487516846	4.02676656874	4.00300631044	2.59091759017	2.59091759017	2.59091759017	3.99103920023	2.70533933577
428	50238	Hs 578T	200861.0	FGF-2	1.0	ng/ml	3.86317565099	3.9341392523	4.05801176664	4.35822523195	4.41226734842	4.48411132887	3.57767811586	3.63801456835
429	50238	Hs 578T	200861.0	FGF-2	100.0	ng/ml	4.35624344735	4.1089585516	3.89766804498	4.77339792132	4.53287048948	4.3742381444	3.57767811586	3.63801456835
430	50327	MDA-MB-134-VI	200861.0	FGF-2	1.0	ng/ml	2.92542606595	2.92542606595	2.92542606595	3.62184632362	3.58308525293	3.72561193102	2.92542606595	3.16092149777
431	50327	MDA-MB-134-VI	200861.0	FGF-2	100.0	ng/ml	2.92542606595	2.92542606595	2.92542606595	4.09073949653	3.97883758076	3.87441379803	2.92542606595	3.16092149777
432	50328	MDA-MB-157	200861.0	FGF-2	1.0	ng/ml	3.02935617679	3.02935617679	3.02935617679	4.0267655479	3.97091513248	3.90504452176	3.02935617679	2.4021874171
433	50328	MDA-MB-157	200861.0	FGF-2	100.0	ng/ml	3.02935617679	3.02935617679	3.02935617679	4.27787039998	4.00146249688	3.84599603851	3.02935617679	2.4021874171
434	50329	MDA-MB-175-VII	200861.0	FGF-2	1.0	ng/ml	4.09658065819	4.13915450079	4.11726943913	4.42240327966	4.36368495779	4.36766650757	4.10201687803	4.3688720348
435	50329	MDA-MB-175-VII	200861.0	FGF-2	100.0	ng/ml	4.09399733907	4.15497885804	4.14153969597	4.4180538885	4.38389575686	4.40225126887	4.10201687803	4.3688720348
436	50331	MDA-MB-361	200861.0	FGF-2	1.0	ng/ml	3.34095326947	3.22233089619	3.31293374969	3.48872045299	3.15661365472	3.46114737768	3.26566081019	2.39855106522
437	50331	MDA-MB-361	200861.0	FGF-2	100.0	ng/ml	3.39416421585	3.30332373419	3.22762322125	3.79733936318	3.54617594935	3.40578965048	3.26566081019	2.39855106522
438	50332	MDA-MB-415	200861.0	FGF-2	1.0	ng/ml	4.54998544724	4.59002541203	4.59721385041	2.99040057528	3.04389685819	3.4442008327	4.39410824228	1.9022857981
439	50332	MDA-MB-415	200861.0	FGF-2	100.0	ng/ml	4.61787896102	4.60644508563	4.60204906868	4.09175967924	3.8478115171	3.79495555032	4.39410824228	1.9022857981
440	50333	MDA-MB-436	200861.0	FGF-2	1.0	ng/ml	3.79504007921	3.64942180628	3.7311921595	4.09733079679	3.99614775432	4.09028373587	3.58954403328	3.37300161297
441	50333	MDA-MB-436	200861.0	FGF-2	100.0	ng/ml	3.86307161057	3.98018841891	3.81899539118	4.24582381716	4.36563503981	4.03717501246	3.58954403328	3.37300161297
442	50334	MDA-MB-453	200861.0	FGF-2	1.0	ng/ml	3.81505282474	3.79751460973	3.80193325376	3.38916909783	3.23600666494	3.22347880767	3.79969142791	3.30972063602
443	50334	MDA-MB-453	200861.0	FGF-2	100.0	ng/ml	3.92118203696	4.01171846754	3.99506730147	4.05270259695	4.04568434921	3.91559983902	3.79969142791	3.30972063602
444	50335	MDA-MB-468	200861.0	FGF-2	1.0	ng/ml	4.39671267967	4.37384152027	4.36895941805	3.8957248998	3.74458429309	3.70981028741	4.32808310136	3.54806643359
445	50335	MDA-MB-468	200861.0	FGF-2	100.0	ng/ml	4.4416863083	4.37758087734	4.36729438851	4.15086915764	3.76285029736	3.74213446629	4.32808310136	3.54806643359
446	50541	T47D	200861.0	FGF-2	1.0	ng/ml	3.90993752732	3.75536063623	3.85875519236	4.06547969972	3.76453986051	3.94316768281	3.76587462813	2.98947028598
447	50541	T47D	200861.0	FGF-2	100.0	ng/ml	3.92653598357	3.83587965448	3.89147640685	4.46623320584	4.13574224007	4.02223378182	3.76587462813	2.98947028598
